ds,unique_id,y
2007-01-19,inversion,78.2
2007-02-19,inversion,78.0
2007-03-19,inversion,84.1
2007-04-19,inversion,81.4
2007-05-19,inversion,83.3
2007-06-19,inversion,80.5
2007-07-19,inversion,86.8
2007-08-19,inversion,88.8
2007-09-19,inversion,90.9
2007-10-19,inversion,94.2
2007-11-19,inversion,97.1
2007-12-19,inversion,99.2
2008-01-19,inversion,88.5
2008-02-19,inversion,89.6
2008-03-19,inversion,86.1
2008-04-19,inversion,95.3
2008-05-19,inversion,92.4
2008-06-19,inversion,92.2
2008-07-19,inversion,99.9
2008-08-19,inversion,91.6
2008-09-19,inversion,90.6
2008-10-19,inversion,96.0
2008-11-19,inversion,93.7
2008-12-19,inversion,96.5
2009-01-19,inversion,78.4
2009-02-19,inversion,75.3
2009-03-19,inversion,78.9
2009-04-19,inversion,77.8
2009-05-19,inversion,76.9
2009-06-19,inversion,79.6
2009-07-19,inversion,85.1
2009-08-19,inversion,79.7
2009-09-19,inversion,81.3
2009-10-19,inversion,85.6
2009-11-19,inversion,85.3
2009-12-19,inversion,94.7
2010-01-19,inversion,80.0
2010-02-19,inversion,77.3
2010-03-19,inversion,84.9
2010-04-19,inversion,84.6
2010-05-19,inversion,81.6
2010-06-19,inversion,84.0
2010-07-19,inversion,86.1
2010-08-19,inversion,85.2
2010-09-19,inversion,86.0
2010-10-19,inversion,91.6
2010-11-19,inversion,94.9
2010-12-19,inversion,102.3
2011-01-19,inversion,85.7
2011-02-19,inversion,82.0
2011-03-19,inversion,87.1
2011-04-19,inversion,86.3
2011-05-19,inversion,88.8
2011-06-19,inversion,93.3
2011-07-19,inversion,95.5
2011-08-19,inversion,97.4
2011-09-19,inversion,93.4
2011-10-19,inversion,100.3
2011-11-19,inversion,105.6
2011-12-19,inversion,112.7
2012-01-19,inversion,89.9
2012-02-19,inversion,91.7
2012-03-19,inversion,94.1
2012-04-19,inversion,93.7
2012-05-19,inversion,96.0
2012-06-19,inversion,93.1
2012-07-19,inversion,101.0
2012-08-19,inversion,97.9
2012-09-19,inversion,96.7
2012-10-19,inversion,103.5
2012-11-19,inversion,107.1
2012-12-19,inversion,105.3
2013-01-19,inversion,88.0
2013-02-19,inversion,90.6
2013-03-19,inversion,88.1
2013-04-19,inversion,94.7
2013-05-19,inversion,92.9
2013-06-19,inversion,87.3
2013-07-19,inversion,96.2
2013-08-19,inversion,92.0
2013-09-19,inversion,89.7
2013-10-19,inversion,98.4
2013-11-19,inversion,98.8
2013-12-19,inversion,105.3
2014-01-19,inversion,84.5
2014-02-19,inversion,88.5
2014-03-19,inversion,92.1
2014-04-19,inversion,92.2
2014-05-19,inversion,92.3
2014-06-19,inversion,91.7
2014-07-19,inversion,96.5
2014-08-19,inversion,94.8
2014-09-19,inversion,94.5
2014-10-19,inversion,105.6
2014-11-19,inversion,105.2
2014-12-19,inversion,111.0
2015-01-19,inversion,91.2
2015-02-19,inversion,89.5
2015-03-19,inversion,94.6
2015-04-19,inversion,96.6
2015-05-19,inversion,94.3
2015-06-19,inversion,98.6
2015-07-19,inversion,104.4
2015-08-19,inversion,102.1
2015-09-19,inversion,104.4
2015-10-19,inversion,104.8
2015-11-19,inversion,108.0
2015-12-19,inversion,111.9
2016-01-19,inversion,90.7
2016-02-19,inversion,95.9
2016-03-19,inversion,94.0
2016-04-19,inversion,99.1
2016-05-19,inversion,95.0
2016-06-19,inversion,97.9
2016-07-19,inversion,96.6
2016-08-19,inversion,103.2
2016-09-19,inversion,102.2
2016-10-19,inversion,104.4
2016-11-19,inversion,111.0
2016-12-19,inversion,115.3
2017-01-19,inversion,93.7
2017-02-19,inversion,92.9
2017-03-19,inversion,99.9
2017-04-19,inversion,89.8
2017-05-19,inversion,97.9
2017-06-19,inversion,99.4
2017-07-19,inversion,98.0
2017-08-19,inversion,102.9
2017-09-19,inversion,101.6
2017-10-19,inversion,102.0
2017-11-19,inversion,105.3
2017-12-19,inversion,112.5
2018-01-19,inversion,96.0
2018-02-19,inversion,95.5
2018-03-19,inversion,96.2
2018-04-19,inversion,98.4
2018-05-19,inversion,101.2
2018-06-19,inversion,100.3
2018-07-19,inversion,101.8
2018-08-19,inversion,101.3
2018-09-19,inversion,101.3
2018-10-19,inversion,105.6
2018-11-19,inversion,100.3
2018-12-19,inversion,102.1
2019-01-19,inversion,96.3
2019-02-19,inversion,92.8
2019-03-19,inversion,95.3
2019-04-19,inversion,94.6
2019-05-19,inversion,94.7
2019-06-19,inversion,92.3
2019-07-19,inversion,94.8
2019-08-19,inversion,97.3
2019-09-19,inversion,92.5
2019-10-19,inversion,96.7
2019-11-19,inversion,98.0
2019-12-19,inversion,99.1
2020-01-19,inversion,89.8
2020-02-19,inversion,85.5
2020-03-19,inversion,86.6
2020-04-19,inversion,59.8
2020-05-19,inversion,58.8
2020-06-19,inversion,71.8
2020-07-19,inversion,74.9
2020-08-19,inversion,78.6
2020-09-19,inversion,78.9
2020-10-19,inversion,81.7
2020-11-19,inversion,88.0
2020-12-19,inversion,89.2
2021-01-19,inversion,80.2
2021-02-19,inversion,81.2
2021-03-19,inversion,89.2
2021-04-19,inversion,86.7
2021-05-19,inversion,85.9
2021-06-19,inversion,82.6
2021-07-19,inversion,86.4
2021-08-19,inversion,90.5
2021-09-19,inversion,86.0
2021-10-19,inversion,87.8
2021-11-19,inversion,92.3
2021-12-19,inversion,95.2
2022-01-19,inversion,87.4
2022-02-19,inversion,86.3
2022-03-19,inversion,97.0
2022-04-19,inversion,93.0
2022-05-19,inversion,93.8
2022-06-19,inversion,91.0
2022-07-19,inversion,90.0
2022-08-19,inversion,97.8
2022-09-19,inversion,91.4
2022-10-19,inversion,95.0
2022-11-19,inversion,100.6
2022-12-19,inversion,106.6
2023-01-19,inversion,96.1
2023-02-19,inversion,96.6
2023-03-19,inversion,105.5
2023-04-19,inversion,98.9
2023-05-19,inversion,108.7
2023-06-19,inversion,105.8
2023-07-19,inversion,104.5
2023-08-19,inversion,111.9
2023-09-19,inversion,108.2
2023-10-19,inversion,115.8
2023-11-19,inversion,115.5
2023-12-19,inversion,117.2
2024-01-19,inversion,107.9
2024-02-19,inversion,107.0
2024-03-19,inversion,106.2
2024-04-19,inversion,115.2
2024-05-19,inversion,115.1
2024-06-19,inversion,105.6
2024-07-19,inversion,114.2
2024-08-19,inversion,114.3
2024-09-19,inversion,106.2
2024-10-19,inversion,113.8
2024-11-19,inversion,114.8
2024-12-19,inversion,111.2
2025-01-19,inversion,99.6
2025-02-19,inversion,98.2
2025-03-19,inversion,105.6
2025-04-19,inversion,99.9
2025-05-19,inversion,107.6
2025-06-19,inversion,98.5
2025-07-19,inversion,106.4
2025-08-19,inversion,101.8
2025-09-19,inversion,99.0
2025-10-19,inversion,107.5
